doc_id,sentence,spanish_sentence,arabic_sentence,chinese_sentence,japanese_sentence,back_to_english_sentence
3847,"Mate, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than the electric cart at Walmart in my daily life.
3848,"Dude, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の興味を持っています。,"I'm an ordinary person, but I have a certain interest."
3849,"Dude, pull up or stay sus","Hombre, sube o quédate sus.","أنتظر منك, صعد أو بقي هناك.",我等你，去上楼或留在那裡。,私たちはあなたを待っていて、階段に上がるかそこに残るか。,"We've been waiting for you, and now you have to decide whether to go up the stairs or stay there."
3850,"Yo, you ghosted again",Tú me has dejado de nuevo.,أنت قد تركتني مرة أخرى.,你又离开我了。,あなたはまた私を離れました。,You left me again.
3851,"Bruh, IRL you fold faster than a Walmart chair","Hombre, en la vida real, doblas más rápido que una silla de Walmart.",أنا رجل، في الحياة الحقيقية، أضرب أكثر من مرة من كرسي وول مارت.,我是一个男人，在现实生活中，我在沃尔玛的椅子上打过多次。,私は男性です。現実の生活の中で私はウォルマートの椅子で何度も打ったことがあります。,"I am a man. In real life, I have hit a Walmart chair many times."
3852,"Yo, this vibe is straight mid","Yo, esta vibra es directa y del medio.",أنا، هذه الفائقة مباشرة ووسطى.,我是直接和中立的。,私は直接かつ中立的なものである。,I am direct and neutral.
3853,"Dude, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3854,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
3855,"Bruh, this vibe is straight mid","Hombre, esta onda es completamente mediocre.",إنسان، هذه موجة تماماً متوسطة.,人类，这是一波完全中庸。,人間、人類は一つの完全な中庸。,"Humanity, mankind is one complete moderation."
3856,"Homie, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little marijuana."
3857,"Dude, pull up or stay sus","Hombre, sube o quédate sus.",أهلاً بكم، لا توجد ترجمة دقيقة لهذه الجملة.,欢迎你们，目前没有准确的翻译。,ようこそ、正確な翻訳はまだありません。,"Welcome, there is no accurate translation yet."
3858,"Dude, lowkey flexin’","Hombre, estoy mostrando un poco de orgullo.",أنا شخصاً قليل الشأن، لكني أظهر بعض الشغف.,我是一个平凡的人，但我有一些兴趣。,私は普通の人ですが、ある程度の趣味があります。,"I'm an ordinary person, but I have some hobbies."
3859,"Dude, skibidi outta here, sigma style","Amigo, skibidi fuera de aquí, estilo sigma",أحبك، هتاف سكبيدي خارج هنا، أسلوب سيغما,我爱你，斯基比迪的呼声在这里消失了，Sigma的风格,私はあなたを愛している、スキビディの声はここに消え、シグマのスタイル,"I love you, the Skibidi song is gone from here, Sigma's style."
3860,"Bruh, whole squad waitin’","Hombre, toda la pandilla está esperando.",أهلاً يا رجل، كل المجموعة منتظرة.,欢迎您，先生，所有团队都在等待。,ようこそ、先生、全てのチームは待っています。,"Welcome, teacher, all teams are waiting for you."
3861,"Bruh, big yikes","Hombre, gran asco",إنسان، عارض كبير,人类，主要反对者,人間、主な反対者,"Human, main opponent."
3862,"Mate, stop cappin’, lowkey annoyed","Amigo, deja de hablar por hablar, estoy un poco molesto.",أهلاً يابني، توقف عن الكلام، أنا قليلًا غاضب.,欢迎你，孩子，别说话了，我有点生气。,おめでとう、子供、もう話さないで、ちょっと怒っている。,"Congratulations, kid, don't talk about it anymore, I'm a bit angry."
3863,"Fam, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，所有团队都在等待。,ようこそ、全てのチームは待っています。,"Welcome, all teams are waiting for you."
3864,"Dude, whole squad waitin’","Hombre, toda la escuadra está esperando.",أهلاً بكم، كل الفريق ينتظر.,欢迎你们，整个团队都在等待。,ようこそ、全員が待っています。,"Welcome, everyone is waiting for you."
3865,"Bro, you ghosted again","Hermano, me has vuelto a escaquear.",أخي، فعلتني مرة أخرى.,我的兄弟，我又被你伤害了。,私の弟、またあなたに傷つけられた。,"My brother, and you were also hurt."
3866,"Fam, big yikes","Amigo, ¡qué horror grande!",أحبك، ما هذا العار؟,我爱你，怎么会有这样的耻辱？,私があなたを愛しているのに、こんな恥辱が起こるなんて。,"Despite my loving you, something like this humiliation happens."
3867,"Homie, you ghosted again","Amigo, me has vuelto a esconder.",أحبك، لقد اختفيت عنك مرة أخرى.,我爱你，已经再次消失了。,私はあなたを愛しているがもう一度失われた。,"I love you, but you are lost to me again."
3868,"Bro, big yikes","Hombre, ¡gran horror!",إنسان، إعجاب كبير!,人類，非常喜歡!,人類はとても喜んでいます。,Humans are very happy.
3869,"Bruh, you ghosted again","Hombre, me has vuelto a dejar de lado de nuevo.",إنسان، أهملتني مرة أخرى.,人类，还是忽视了我。,人間は私を無視した。,People ignored me.
3870,"Sis, you ghosted again","Sis, me has vuelto a esconder.",سيس، ألقيت بثقلك من جديد.,我会再次信任你。,私はまた信頼する。,I trust it again.
3871,"Dude, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3872,"Yo, pull up or stay sus","Yo, sube o quédate aquí.","أنا, صعد أو بقى هنا.","我, 或者是留在这里。",私、またはここに残る。,"I'll stay here, or I'll be left behind."
3873,"Bruh, you ghosted again","Hombre, me has vuelto a dejar de lado de nuevo.",إنسان، أهملتني مرة أخرى.,人类，还是忽视了我。,人間は私を無視した。,People ignored me.
3874,"Fam, big yikes","Amigo, ¡qué horror grande!",أحبك، ما هذا العار؟,我爱你，怎么会有这样的耻辱？,私があなたを愛しているのに、こんな恥辱が起こるなんて。,"Despite my loving you, something like this humiliation happens."
3875,"Fam, pull up or stay sus","Hombre, ven acá o quédate ahí",أهلاً بكم، تأتي هنا أو تبقى هناك.,欢迎你们，来这里或留在那里。,歓迎いたします、ここに来てください、またはそこに残ってください。,"You are welcome, please come here or stay there."
3876,"Sis, stop cappin’, lowkey annoyed","Hermana, deja de hablar por hablar, estoy un poco molesta.","أختي, توقف عن الكلام، أنا قليلاً غاضبة.",我的妹妹，别说话了，我有点生气。,私の妹は、もう話さないでください、私は少し怒っています。,"My sister, please don't talk to me anymore, I'm a bit angry."
3877,"Homie, lowkey flexin’","Amigo, bajo la mesa estoy mostrando algo.",أحبك، تحت الطاولة أنا أظهر لك شيئًا.,我爱你，桌子底下我给你看了什么。,私はあなたを愛している、机の下で私があなたに見せたものは何だった。,"I love you, what was it that I showed you under the desk."
3878,"Dude, IRL you fold faster than a Walmart chair","Amigo, en la vida real, doblas más rápido que una silla de Walmart.","أحب, في الحياة الحقيقية, تزداد سرعةك في الدوران أكثر من كرسي في وول مارت.",我喜欢，生活中，速度比沃尔玛的轮椅快。,私は、生活の中で、スピードはウォルマートの電動車いすよりも速い。,I am faster than a motorized cart at Walmart in my daily life.
3879,"Sis, whole squad waitin’","Hermano, toda la plantilla está esperando.","أخ, كل الفريق ينتظر.","兄弟, 全队都在等待。",兄弟、全員が待っている。,All my brothers are waiting.
3880,"Yo, skibidi outta here, sigma style","Yo, skibidi fuera de aquí, estilo sigma",أنا، سكبيدي خارج هنا، estilo sigma,我是斯基比迪，离开这里。,私はスキビディです、ここを離れます。,"I'm fed up, I'm leaving here."
3881,"Homie, touch some grass","Amigo, toca un poco de hierba","أحبك, أضرب قليلا من الخشخاش",我爱你，抽一点大麻,私はあなたを愛している、ちょっと大麻を吸う,"I love you, but I'm also smoking a little marijuana."
3882,"Yo, whole squad waitin’","Yo, toda la escuadra está esperando.",أنا، كل الفريق منتظر.,我是整个团队的期待。,私たちは全てのチームの期待です。,We are the expectations of all teams.
