sentence,gold_terms,term_type,source_dataset,is_single_word,is_multiword,start_offset,end_offset
"oh man, i feel a chocolate hail storm coming on",chocolate hail,slang,lm_lexicon_slang,0,1,17,31
hellen keller's ex boyfriend said she was a total gamp,gamp,slang,lm_lexicon_slang,1,0,50,54
that cockeater of a whore gives good head,cockeater,slang,lm_lexicon_slang,1,0,5,14
(situation: friends playing a game of fifa) mervin (screaming): the through-ball is beckoning,beckoning,slang,lm_lexicon_slang,1,0,84,93
kathy: wow alex aaron just stole your word again alex: wow what a bustaboo,bustaboo,slang,lm_lexicon_slang,1,0,66,74
tim has short skin,short skin,slang,lm_lexicon_slang,0,1,8,18
i heard tommy burned his eyes out with a lit cigarette after watching 1 guy 1 cup,1 guy 1 cup,slang,lm_lexicon_slang,0,1,70,81
american refusal to believe is a condition and was a definition until someone suffering from it recommended for deletion,american refusal to believe,slang,lm_lexicon_slang,0,1,0,27
"oh my god, your such a basin head",basin head,slang,lm_lexicon_slang,0,1,23,33
friend 1: yo imma have some sex tonight friend 2: nice what positions you thinking? friend 1: alkida anal friend 2: thats fucked up,alkida anal,slang,lm_lexicon_slang,0,1,94,105
that jimmy ruth is one deliciously [orgasmic] [stud muffin] i want to have sex with him until my [pussy] is pounded as wide as a baby elephant,jimmy ruth,slang,lm_lexicon_slang,0,1,5,15
psy-sci is the 33rd gayest person in history,33rd,slang,lm_lexicon_slang,1,0,15,19
we smoked a spliff in my car on the way home,spliff,slang,lm_lexicon_slang,1,0,12,18
lasers shed light on injustice and inequality,lasers,slang,lm_lexicon_slang,1,0,0,6
i just took a bgl,bgl,slang,lm_lexicon_slang,1,0,14,17
belligerent and numerous,belligerent,slang,lm_lexicon_slang,1,0,0,11
lendl is the example,lendl,slang,lm_lexicon_slang,1,0,0,5
"wow, louis's badassery is really off the charts, he just out-badassed even himself",badassery,slang,lm_lexicon_slang,1,0,13,22
where are y'all going?,y'all,slang,lm_lexicon_slang,0,1,10,15
i just whipped up a mess of gut chutney,gut chutney,slang,lm_lexicon_slang,0,1,28,39
"damn, scott hit that bitch raw dawg, and didnt even think of using a ham sock",ham sock,slang,lm_lexicon_slang,0,1,69,77
"crakarz is the shit, that fucker is always right",crakarz,slang,lm_lexicon_slang,1,0,0,7
"honey, allow me, there are remnants of boner juice on your face from last night",boner juice,slang,lm_lexicon_slang,0,1,39,50
"i ordered my burger cooked medium well, but it looks like they turned it into an ashwich",ashwich,slang,lm_lexicon_slang,1,0,81,88
"""everyone is trying to decide what to do and where to go and the fagpile jumps in to suggest that ""we should all go out""""",fagpile,slang,lm_lexicon_slang,1,0,65,72
fionier can you please edit this document for me and re-write the bits that are a bit rubbish? fionier i think it's your turn to buy the cosmopolitans,fionier,slang,lm_lexicon_slang,1,0,0,7
"hey, look at how short and poor that blidget is",blidget,slang,lm_lexicon_slang,1,0,37,44
a 30 stone used to cost $10,30 stone,slang,lm_lexicon_slang,0,1,2,10
wouldja look at them fire starters on that bitch,fire starters,slang,lm_lexicon_slang,0,1,21,34
"i was going to give my boyfriend head, but then i realized that he was actually my best friend's boyfriend and was dirty and from chetopa",chetopa,slang,lm_lexicon_slang,1,0,130,137
"damn, that shit was dank",dank,slang,lm_lexicon_slang,1,0,20,24
white person: you fuckin nigger black person: you fukin bal head,bal head,slang,lm_lexicon_slang,0,1,56,64
that sweet [babe] gives me jizzorrhea,jizzorrhea,slang,lm_lexicon_slang,1,0,27,37
"""harsh: dude, what's up for this weekend? johnny: my buddy powers is having a halloween party on saturday, should be epic",my buddy,slang,lm_lexicon_slang,0,1,50,58
just woke up this morning and realized that its a.l.l. today,a.l.l.,slang,lm_lexicon_slang,0,1,48,54
"""duncan's blurtl was heard by all of his friends",blurtl,slang,lm_lexicon_slang,1,0,10,16
we need to send bobby [downrange]--he's all eight up,eight up,slang,lm_lexicon_slang,0,1,44,52
guy 1: yo mah boy,mah boy,slang,lm_lexicon_slang,0,1,10,17
aaron: damn nigga you owned me with a pillow andrew,andrew,slang,lm_lexicon_slang,1,0,45,51
i love andrew,andrew,slang,lm_lexicon_slang,1,0,7,13
"aye, my nigga lemme get some of the cracklins",cracklins,slang,lm_lexicon_slang,1,0,36,45
"bentley, bentley, bentley",bentley,slang,lm_lexicon_slang,1,0,0,7
person1:my friend's got hairy palms person 2: he must dumshwack on the daily,dumshwack,slang,lm_lexicon_slang,1,0,54,63
"i wanted a moustache ride, but instead i got a boogie ride :(",boogie ride,slang,lm_lexicon_slang,0,1,47,58
"yo, lets take it to the hizzouse",hizzouse,slang,lm_lexicon_slang,1,0,24,32
person1- hey did you see kathleen shes a braceface now person2- really ? did you see rafaela she got hers in too person1- wow braceface clan,braceface,slang,lm_lexicon_slang,1,0,41,50
kasing pait ng ampalaya ang buhay ko sa dati kong asawa,ampalaya,slang,lm_lexicon_slang,1,0,15,23
"melanie was at the bar the other night, she was so drunk she was playing her vagicaster to the live music",vagicaster,slang,lm_lexicon_slang,1,0,77,87
i'm getting more famouser everyday,famouser,slang,lm_lexicon_slang,1,0,17,25
"too bad you're not intelligent enough to get it, f3",f3,slang,lm_lexicon_slang,1,0,49,51
"when he heard you were coming, he left like greased lightning",greased lightning,slang,lm_lexicon_slang,0,1,44,61
more people should cam up on tinychat,cam up,slang,lm_lexicon_slang,0,1,19,25
you stole my asscheese you buttpope,buttpope,slang,lm_lexicon_slang,1,0,27,35
that girl is such a bublin,bublin,slang,lm_lexicon_slang,1,0,20,26
i specialize in ass kickery and guitar playing,ass kickery,slang,lm_lexicon_slang,0,1,16,27
"hey dude, check out that backwards frontward standing in line over there",backwards frontward,slang,lm_lexicon_slang,0,1,25,44
look at this girl she is heathering a nine inch cock,heathering,slang,lm_lexicon_slang,1,0,25,35
where's that at again? atlantic shity,atlantic shity,slang,lm_lexicon_slang,0,1,23,37
"""if you go to a punk show, there's going to be a mosh pit there",mosh pit,slang,lm_lexicon_slang,0,1,49,57
i bugsie the last piece of pizza,bugsie,slang,lm_lexicon_slang,1,0,2,8
that kid from bay shore is such an asshole,bay shore,slang,lm_lexicon_slang,0,1,14,23
"hey, look, there's an albertito squeezing through the door",albertito,slang,lm_lexicon_slang,1,0,22,31
devilman: yo brah you got like a clit ear,clit ear,slang,lm_lexicon_slang,0,1,33,41
the gag slut said that funky boo's cock was gagalicious,gagalicious,slang,lm_lexicon_slang,1,0,44,55
that wergler never pays for dinner,wergler,slang,lm_lexicon_slang,1,0,5,12
gonna give her the bonetown double dip,bonetown double dip,slang,lm_lexicon_slang,0,1,19,38
never let a man put his dirty how-do-you-do into your [bajingo],how-do-you-do,slang,lm_lexicon_slang,0,1,30,43
alletta is such a boob moocher,boob moocher,slang,lm_lexicon_slang,0,1,18,30
hi how are you i am azorack i am evil i hate you,azorack,slang,lm_lexicon_slang,1,0,20,27
"after everyone found out she hooked up with the sgt and then the ssgt,erika was definitely det property",det property,slang,lm_lexicon_slang,0,1,91,103
did you see that guy go deep sea diving on that big-hips chick? i did lolololol,deep sea diving,slang,lm_lexicon_slang,0,1,24,39
i'll stab you with a hallucinogenic alien banium,banium,slang,lm_lexicon_slang,1,0,42,48
dickie's old bitch jammers were worn and torn in all of the wrong places,bitch jammers,slang,lm_lexicon_slang,0,1,13,26
elo babe you've got a class a set of frupers there,frupers,slang,lm_lexicon_slang,1,0,37,44
alo,alo,slang,lm_lexicon_slang,1,0,0,3
"""leia the thai whore really worked the blowjob buffet through the hotel lobby",blowjob buffet,slang,lm_lexicon_slang,0,1,39,53
a colombian fag is a mixture of cocaine and nicotine,colombian fag,slang,lm_lexicon_slang,0,1,2,15
he was a great brawny brute of a man,brawny,slang,lm_lexicon_slang,1,0,15,21
"looks like the police arrested john again, he's such a ho-nad",ho-nad,slang,lm_lexicon_slang,0,1,55,61
i will tell my children stories of ess to get them to behave,ess,slang,lm_lexicon_slang,1,0,35,38
"""good joke, dude, fingerlock",fingerlock,slang,lm_lexicon_slang,1,0,18,28
"hey, the room just got dark",dark,slang,lm_lexicon_slang,1,0,23,27
"phil was so emax the other day, i didn't know if the blood on his wrists was real or if he was just playing around",emax,slang,lm_lexicon_slang,1,0,12,16
that dirty tart took a doggy bag home with her,doggy bag,slang,lm_lexicon_slang,0,1,23,32
some dude just hovered the stall,hovered,slang,lm_lexicon_slang,1,0,15,22
"when i was little, i used to think the teletubbies were astrophobe",astrophobe,slang,lm_lexicon_slang,1,0,56,66
nobody wants your beliquids,beliquids,slang,lm_lexicon_slang,1,0,18,27
i have a thing for guys who have a mexistash,mexistash,slang,lm_lexicon_slang,1,0,35,44
let's get some blazine this weekend,blazine,slang,lm_lexicon_slang,1,0,15,22
hey you wanna go bust a toot,bust a toot,slang,lm_lexicon_slang,0,1,17,28
"""damn raggles, look at that ass ""i love you raggles"" ""drunk raggles is coming out tonight",raggles,slang,lm_lexicon_slang,1,0,6,13
sometimes i worf i should just up and leave this town,worf,slang,lm_lexicon_slang,1,0,12,16
have you seen that one hillary cliton porno? she gets fucked by every member of the senate,hillary cliton,slang,lm_lexicon_slang,0,1,23,37
shoshana married a goy,goy,slang,lm_lexicon_slang,1,0,19,22
manda al pinche achichincle a cogerme un cafecito,achichincle,slang,lm_lexicon_slang,1,0,16,27
guy one: aw shit brotha we wonnnn guy two: oh damn,aw shit brotha,slang,lm_lexicon_slang,0,1,9,23
"there was no need to ask whether our waiter was gay, we could immediately tell based on his strong fagcent",fagcent,slang,lm_lexicon_slang,1,0,99,106
lets smoke some grets,grets,slang,lm_lexicon_slang,1,0,16,21
uhh she smell like ass rust,ass rust,slang,lm_lexicon_slang,0,1,19,27
we paid a coyote a hundred bucks a piece to get us in to the united states,coyote,slang,lm_lexicon_slang,1,0,10,16
ik nif boetie,boetie,slang,lm_lexicon_slang,1,0,7,13
did you see that movie? it was soo crapulous,crapulous,slang,lm_lexicon_slang,1,0,35,44
damn that girl gotta boom-de-ay,boom-de-ay,slang,lm_lexicon_slang,0,1,21,31
"the last poster about the word abrasive, was quite abrasive",abrasive,slang,lm_lexicon_slang,1,0,31,39
the high pitch of that fat fuck's abrasive voice makes me want to set myself on fire,abrasive,slang,lm_lexicon_slang,1,0,34,42
it's time to redefine your diephobic mind,diephobic,slang,lm_lexicon_slang,1,0,27,36
"kodi did not shower for a week and then ran his fingers through his cheesy cooter and zoited bill, then myles threw up",cheesy cooter,slang,lm_lexicon_slang,0,1,68,81
this chat room is filled with so much darmaz,darmaz,slang,lm_lexicon_slang,1,0,38,44
shes so anti-mornhuman she can barely stand up in the morning,anti-mornhuman,slang,lm_lexicon_slang,0,1,8,22
"hey dave, did you hear tim hasn't found a job jet? yeah, he was telling me a fairy tale that's he's been too busy with his schedule",fairy tale,slang,lm_lexicon_slang,0,1,77,87
hey did you see that beeman fall down last night at uncle bob's?,beeman,slang,lm_lexicon_slang,1,0,21,27
"naw man, new prague is boring as hell and has nothing to do",new prague,slang,lm_lexicon_slang,0,1,9,19
sean bragged to his friends for finally making it to home base,home base,slang,lm_lexicon_slang,0,1,53,62
well fuckilydoodah,fuckilydoodah,slang,lm_lexicon_slang,1,0,5,18
person 1: emilie autumn makes great music,emilie autumn,slang,lm_lexicon_slang,0,1,10,23
cldhtewrmbld is a numetal poser queer faggot assbite cumdumpster,cldhtewrmbld,slang,lm_lexicon_slang,1,0,0,12
proffesor: the current here is stronk student : the fuck is a current? proffesor: sea wind,current,slang,lm_lexicon_slang,1,0,15,22
"shut up rachel, your negative attitude is giving me an antigasm",antigasm,slang,lm_lexicon_slang,1,0,55,63
that maddie sewall is such a bacmf,bacmf,slang,lm_lexicon_slang,1,0,29,34
dave: drew is such an ash-bowl,ash-bowl,slang,lm_lexicon_slang,0,1,22,30
agim beat that kid up because he messed with his friend,agim,slang,lm_lexicon_slang,1,0,0,4
fliuking is an awesome way to start a relationship,fliuking,slang,lm_lexicon_slang,1,0,0,8
"""i'm audi 5000",audi 5000,slang,lm_lexicon_slang,0,1,5,14
hi bridie,bridie,slang,lm_lexicon_slang,1,0,3,9
"did you hear that new finnish d-beat band, they're fucking gnarly?",d-beat,slang,lm_lexicon_slang,0,1,30,36
we survived exam time on the dillans diet,dillans,slang,lm_lexicon_slang,1,0,29,36
n-dubz are too much,n-dubz,slang,lm_lexicon_slang,0,1,0,6
"i downloaded a kool system the other day oh yeah? thats pretty kool ya i thought so , no ?",kool,slang,lm_lexicon_slang,1,0,15,19
aaaaaaah my labnotebook is due and its 1:04 holy mother fuckin shit kabobs on a bun,holy mother fuckin shit kabobs on a bun,slang,lm_lexicon_slang,0,1,44,83
"as dick and jane were screwing jane sprayed dick with the milk from here tits, this being the dirty dairy",dirty dairy,slang,lm_lexicon_slang,0,1,94,105
these people that consider creed and nickleback butt-rock were obviously born in the late 80's or early 90's,butt-rock,slang,lm_lexicon_slang,0,1,48,57
sarah: it doesn't get any bigger than paul's flablet,flablet,slang,lm_lexicon_slang,1,0,45,52
two kids standing in a dark corner of a club exchanging money for an illegal substance are involved in cracktivity,cracktivity,slang,lm_lexicon_slang,1,0,103,114
"purple drank up in my cup, blowin dank up in my truck",purple drank,slang,lm_lexicon_slang,0,1,0,12
that alber asked me what a clit was,alber,slang,lm_lexicon_slang,1,0,5,10
dick and jane were bangbors for years until jane moved out of state,bangbors,slang,lm_lexicon_slang,1,0,19,27
"yo man, lets gleep that shit",gleep,slang,lm_lexicon_slang,1,0,13,18
"man, that girls an azolie",azolie,slang,lm_lexicon_slang,1,0,19,25
nice car; is it chipped yet?,chipped,slang,lm_lexicon_slang,1,0,16,23
francine wallpapered her living room in gianni versace ads and herb ritts photos; she is such an evangelista,evangelista,slang,lm_lexicon_slang,1,0,97,108
i love to go to camp friedenswald,friedenswald,slang,lm_lexicon_slang,1,0,21,33
"oh him? no, we're not dating; we have a colorful friendship",colorful friendship,slang,lm_lexicon_slang,0,1,40,59
i wanted to abusive teacher that girl so badly,abusive teacher,slang,lm_lexicon_slang,0,1,12,27
* (looking at pizza) ajear,ajear,slang,lm_lexicon_slang,1,0,21,26
haha your such a handwhore,handwhore,slang,lm_lexicon_slang,1,0,17,26
"""is that an f.m.w.t. at the bar ""let me get a closer look"" comes back ""yeah, you were right",f.m.w.t.,slang,lm_lexicon_slang,0,1,12,20
"person 1: hey, nice mexitan",mexitan,slang,lm_lexicon_slang,1,0,20,27
"'hey joe, how's elly? you actually birding her now?' 'yeah think so we speak pretty much every night now'",birding,slang,lm_lexicon_slang,1,0,35,42
darrell picked up his latest friend with benefits while on a booty safari at the mall,booty safari,slang,lm_lexicon_slang,0,1,61,73
"""i had to walk a gazinnamon miles today",gazinnamon,slang,lm_lexicon_slang,1,0,17,27
casually winning the fifa tourney on goal difference; beating downs 4-1 in the last game to be joint on points with him with a 4 goal difference,casually,slang,lm_lexicon_slang,1,0,0,8
kayla and enrique are a very happy couple,couple,slang,lm_lexicon_slang,1,0,35,41
"omg, look at that couple",couple,slang,lm_lexicon_slang,1,0,18,24
there is no excuse for america's not electing john kerry as president,john kerry,slang,lm_lexicon_slang,0,1,46,56
"""where the hell is dave? it's bowl thirty already",bowl thirty,slang,lm_lexicon_slang,0,1,30,41
the hot girl noticed that i was wearing my fiddy from across the football stadium,fiddy,slang,lm_lexicon_slang,1,0,43,48
